ACCIDENT_NO,NODE_ID,NODE_TYPE,AMG_X,AMG_Y,LGA_NAME,LGA NAME ALL,DEG_URBAN_NAME,LATITUDE,LONGITUDE,POSTCODE_CRASH
T20120000646,206,I,2496181.425,2409184.242,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.818357,144.956629,3000
T20120000648,36155,I,2484940.917,2413958.673,BRIMBANK,BRIMBANK,MELB_URBAN,-37.775225,144.829058,3020
T20120000650,53184,I,2496252.604,2411020.384,MELBOURNE,MELBOURNE,MELB_URBAN,-37.801813,144.957447,3000
T20120000655,248982,I,2514312.187,2389665.34,DANDENONG,DANDENONG,MELB_URBAN,-37.994113,145.162936,3173
T20120000659,248821,N,2504853.361,2400223.14,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.89909,145.055183,3163
T20120000664,35993,I,2497370.235,2413250.147,YARRA,YARRA,MELB_URBAN,-37.781727,144.970146,3054
T20120000665,44915,I,2480410.627,2416461.936,BRIMBANK,BRIMBANK,MELB_URBAN,-37.752585,144.777699,3023
T20120000672,248986,N,2491957.986,2423005.853,HUME,HUME,MELB_URBAN,-37.693794,144.90881,3047
T20120000673,38807,I,2491619.861,2411177.639,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.800366,144.904842,3011
T20120000674,251968,I,2473114.277,2392253.397,WYNDHAM,WYNDHAM,RURAL_VICTORIA,-37.970518,144.694017,3030
T20120000674,251968,I,2473114.277,2392253.397,WYNDHAM,WYNDHAM,SMALL_TOWNS,-37.970518,144.694017,3030
T20120000675,273248,N,2246278.238,2394097.532,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,RURAL_VICTORIA,-37.91964,142.113935,3289
T20120000676,44346,I,2470341.447,2401771.361,WYNDHAM,WYNDHAM,MELB_URBAN,-37.884681,144.662844,3030
T20120000678,38583,I,2504938.933,2422593.381,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.697532,145.056006,3083
T20120000686,248987,N,2507466.067,2491785.557,MITCHELL,MITCHELL,RURAL_VICTORIA,-37.074,145.083972,3659
T20120000698,251114,N,2498697.064,2411940.509,YARRA,YARRA,MELB_URBAN,-37.79353,144.985206,3068
T20120000706,251871,N,2501449.482,2406260.114,STONNINGTON,STONNINGTON,MELB_URBAN,-37.84471,145.016469,3142
T20120000709,353951,N,2507567.835,2444945.891,WHITTLESEA,WHITTLESEA,RURAL_VICTORIA,-37.496101,145.08559,3757
T20120000714,44528,I,2510681.171,2443267.208,WHITTLESEA,WHITTLESEA,TOWNS,-37.511197,145.120825,3757
T20120000715,221792,N,2499102.527,2428095.23,WHITTLESEA,WHITTLESEA,RURAL_VICTORIA,-37.64797,144.98983,3076
T20120000717,273262,N,2514503.715,2431672.921,NILLUMBIK,NILLUMBIK,RURAL_VICTORIA,-37.61562,145.164291,3754
T20120000718,52896,I,2400733.895,2436683.806,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.565302,143.876282,3350
T20120000719,43425,I,2517268.516,2377629.261,FRANKSTON,FRANKSTON,MELB_URBAN,-38.102497,145.196875,3977
T20120000727,39420,I,2482585.543,2419177.263,BRIMBANK,BRIMBANK,MELB_URBAN,-37.728163,144.802444,3038
T20120000728,46787,I,2546806.083,2412946.82,YARRA RANGES,YARRA RANGES,TOWNS,-37.783287,145.531376,3139
T20120000730,248829,N,2490852.287,2427785.076,HUME,HUME,MELB_URBAN,-37.65072,144.896331,3059
T20120000732,226252,N,2477070.343,2416196.627,MELTON,MELTON,MELB_URBAN,-37.7549,144.739785,3023
T20120000736,35561,I,2511155.547,2398522.519,MONASH,MONASH,MELB_URBAN,-37.914358,145.126865,3168
T20120000739,273263,N,2682588.998,2577796.422,INDIGO,INDIGO,RURAL_VICTORIA,-36.281292,147.032628,3691
T20120000740,36150,I,2519312.199,2400035.176,KNOX,KNOX,MELB_URBAN,-37.900596,145.219586,3179
T20120000742,248831,N,2507358.649,2389227.399,KINGSTON,KINGSTON,MELB_URBAN,-37.99814,145.083778,3195
T20120000744,273264,N,2539842.99,2413279.269,YARRA RANGES,YARRA RANGES,RURAL_VICTORIA,-37.780615,145.452309,3139
T20120000745,273265,I,2409446.418,2610169.528,LODDON,LODDON,RURAL_VICTORIA,-36.002793,143.995621,3575
T20120000747,102633,N,2519515.861,2389140.254,DANDENONG,DANDENONG,MELB_URBAN,-37.998749,145.222191,3175
T20120000748,273197,N,2423488.987,2458846.68,HEPBURN,HEPBURN,TOWNS,-37.367739,144.136136,3460
T20120000750,273271,N,2528226.446,2381312.042,CASEY,CASEY,MELB_URBAN,-38.06905,145.321662,3805
T20120000751,273277,N,2475575.639,2590603.672,CAMPASPE,CAMPASPE,RURAL_VICTORIA,-36.18312,144.728468,3564
T20120000752,249107,I,2670255.211,2339013.973,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.434799,146.949799,3851
T20120000754,273266,N,2492346.479,2407078.031,MELBOURNE,MELBOURNE,MELB_URBAN,-37.83731,144.91305,3207
T20120000759,52901,I,2400555.347,2436644.851,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.565634,143.874256,3350
T20120000761,273267,N,2538079.763,2380109.594,CARDINIA,CARDINIA,RURAL_VICTORIA,-38.079531,145.43401,3810
T20120000764,273268,N,2377922.474,2350284.985,COLAC OTWAY,COLAC OTWAY,SMALL_CITIES,-38.340918,143.60374,3250
T20120000768,246772,I,2509512.704,2388945.89,KINGSTON,KINGSTON,MELB_URBAN,-38.000657,145.108306,3195
T20120000771,248992,N,2473266.439,2524609.658,BENDIGO,BENDIGO,RURAL_VICTORIA,-36.77783,144.700488,3551
T20120000779,248854,N,2515823.273,2407264.475,WHITEHORSE,WHITEHORSE,MELB_URBAN,-37.835527,145.179761,3131
T20120000781,249892,N,2743565.897,2414114.653,EAST GIPPSLAND,EAST GIPPSLAND,RURAL_VICTORIA,-37.74208,147.764001,3875
T20120000782,36474,I,2510738.665,2395560.094,KINGSTON,KINGSTON,MELB_URBAN,-37.941053,145.122167,3169
T20120000783,248858,N,2512435.603,2399070.984,MONASH,MONASH,MELB_URBAN,-37.9094,145.141413,3168
T20120000791,20854,I,2624383.557,2354645.676,LATROBE,LATROBE,RURAL_VICTORIA,-38.301335,146.421886,3842
T20120000792,17649,I,2621975.974,2561274.762,WANGARATTA,WANGARATTA,RURAL_VICTORIA,-36.439907,146.360611,3678
T20120000797,273280,N,2481665.216,2406611.797,WYNDHAM,WYNDHAM,MELB_URBAN,-37.841362,144.791691,3026
T20120000798,65520,I,2505434.94,2410667.076,BOROONDARA,BOROONDARA,MELB_URBAN,-37.804988,145.061719,3103
T20120000799,273269,N,2551203.352,2353182.798,CARDINIA,"BASS COAST,CARDINIA",RURAL_VICTORIA,-38.321461,145.585468,3984
T20120000800,273231,N,2402336.244,2545463.879,LODDON,LODDON,RURAL_VICTORIA,-36.585214,143.908537,3516
T20120000804,252799,N,2557546.253,2332976.431,BASS COAST,BASS COAST,RURAL_VICTORIA,-38.503088,145.659593,3979
T20120000812,41157,I,2499533.983,2400537.248,BAYSIDE,BAYSIDE,MELB_URBAN,-37.896273,144.994702,3186
T20120000813,232134,I,2490356.894,2348956.435,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.360899,144.889682,3939
T20120000814,41221,I,2500628.597,2399444.014,BAYSIDE,BAYSIDE,MELB_URBAN,-37.906123,145.007148,3186
T20120000818,37797,I,2501420.04,2425457.54,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.671736,145.016097,3075
T20120000819,248878,I,2497313.864,2411513.623,MELBOURNE,MELBOURNE,MELB_URBAN,-37.797373,144.9695,3053
T20120000821,35784,I,2443201.206,2369236.133,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.176527,144.351804,3216
T20120000822,68877,I,2510626.554,2400266.442,MONASH,MONASH,MELB_URBAN,-37.898652,145.120824,3149
T20120000824,253773,N,2532140.466,2331109.574,BASS COAST,BASS COAST,TOWNS,-38.521138,145.36848,3925
T20120000826,35433,I,2530076.653,2415932.038,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.75708,145.341332,3140
T20120000829,248883,N,2550040.67,2324832.923,BASS COAST,BASS COAST,RURAL_VICTORIA,-38.57687,145.574129,3992
T20120000830,66049,I,2516174.922,2409256.615,WHITEHORSE,WHITEHORSE,MELB_URBAN,-37.817572,145.183712,3131
T20120000831,273281,N,2511240.62,2376652.411,FRANKSTON,FRANKSTON,MELB_URBAN,-38.11139,145.128168,3198
T20120000833,248970,I,2684309.21,2391728.284,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-37.957345,147.0974,3862
T20120000834,40764,I,2513265.712,2404578.292,MONASH,"WHITEHORSE,MONASH",MELB_URBAN,-37.859769,145.150754,3151
T20120000835,35822,I,2731640.869,2405292.438,EAST GIPPSLAND,EAST GIPPSLAND,SMALL_CITIES,-37.824582,147.631512,3875
T20120000837,135610,N,2526050.039,2398922.903,KNOX,"KNOX,YARRA RANGES",RURAL_VICTORIA,-37.910453,145.296236,3156
T20120000838,29643,I,2503043.545,2402184.469,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.881427,145.034597,3162
T20120000840,40696,I,2511154.535,2404886.838,MONASH,"MONASH,WHITEHORSE",MELB_URBAN,-37.857017,145.126757,3149
T20120000844,273282,N,2230474.028,2472373.53,SOUTHERN GRAMPIANS,"HORSHAM,SOUTHERN GRAMPIANS",RURAL_VICTORIA,-37.210219,141.96268,3401
T20120000845,240735,I,2517113.956,2392625.409,DANDENONG,DANDENONG,MELB_URBAN,-37.967398,145.194764,3174
T20120000847,248994,N,2471311.914,2405454.064,WYNDHAM,WYNDHAM,MELB_URBAN,-37.851531,144.674019,3029
T20120000848,248995,N,2610680.656,2313777.132,SOUTH GIPPSLAND,SOUTH GIPPSLAND,RURAL_VICTORIA,-38.671141,146.271501,3960
T20120000849,65053,I,2524833.076,2411740.089,MAROONDAH,MAROONDAH,MELB_URBAN,-37.795005,145.281965,3136
T20120000850,45151,I,2494919.277,2426092.783,HUME,HUME,MELB_URBAN,-37.666,144.94241,3048
T20120000855,41882,I,2521146.922,2400328.584,KNOX,KNOX,MELB_URBAN,-37.897912,145.240439,3180
T20120000858,248999,I,2500277.003,2423221.955,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.691881,145.003141,3074
T20120000859,50853,I,2547859.305,2599811.851,MOIRA,MOIRA,RURAL_VICTORIA,-36.099241,145.531489,3636
T20120000860,40149,I,2499749.862,2403888.004,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.866083,144.997157,3183
T20120000862,68518,I,2524796.632,2401704.798,KNOX,KNOX,MELB_URBAN,-37.885423,145.281889,3156
T20120000863,273284,N,2378743.71,2335288.644,COLAC OTWAY,COLAC OTWAY,RURAL_VICTORIA,-38.476088,143.610629,3249
T20120000864,52901,I,2400555.347,2436644.851,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.565634,143.874256,3350
T20120000865,249108,N,2492537.839,2432641.356,HUME,HUME,MELB_URBAN,-37.606977,144.915482,3064
T20120000867,249001,N,2537001.903,2574861.677,SHEPPARTON,SHEPPARTON,RURAL_VICTORIA,-36.324588,145.412116,3631
T20120000868,50842,I,2651618.6,2603545.49,INDIGO,INDIGO,RURAL_VICTORIA,-36.054718,146.682871,3688
T20120000870,44250,I,2511564.787,2428287.538,NILLUMBIK,NILLUMBIK,MELB_URBAN,-37.646166,145.131053,3091
T20120000871,255166,N,2535117.178,2379773.273,CARDINIA,CARDINIA,RURAL_VICTORIA,-38.082678,145.400261,3809
T20120000871,255166,N,2535117.178,2379773.273,CARDINIA,CARDINIA,SMALL_TOWNS,-38.082678,145.400261,3809
T20120000874,249002,N,2499580.728,2406627.635,STONNINGTON,STONNINGTON,MELB_URBAN,-37.8414,144.995236,3141
T20120000876,249003,N,2506571.203,2422144.113,BANYULE,BANYULE,MELB_URBAN,-37.70157,145.07452,3083
T20120000877,91659,I,2503436.934,2406261.522,STONNINGTON,STONNINGTON,MELB_URBAN,-37.844692,145.03905,3144
T20120000880,252800,I,2621583.121,2541167.478,WANGARATTA,WANGARATTA,RURAL_VICTORIA,-36.621158,146.359432,3732
T20120000885,36134,I,2487856.338,2411263.945,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.799547,144.862107,3012
T20120000887,37583,I,2497517.608,2407639.426,PORT PHILLIP,"PORT PHILLIP,MELBOURNE",MELB_URBAN,-37.83228,144.9718,3004
T20120000888,273299,N,2494344.598,2408369.211,MELBOURNE,MELBOURNE,MELB_URBAN,-37.825691,144.93576,3207
T20120000894,69917,I,2510036.739,2395380.863,KINGSTON,KINGSTON,MELB_URBAN,-37.942676,145.114185,3169
T20120000897,66625,I,2505183.848,2407537.391,BOROONDARA,BOROONDARA,MELB_URBAN,-37.833188,145.058889,3124
T20120000899,273296,N,2483070.192,2410062.229,BRIMBANK,BRIMBANK,MELB_URBAN,-37.8103,144.807733,3020
T20120000900,39425,I,2513757.492,2409249.772,WHITEHORSE,WHITEHORSE,MELB_URBAN,-37.817673,145.156255,3130
T20120000902,45175,I,2546332.418,2343650.133,BASS COAST,BASS COAST,RURAL_VICTORIA,-38.407583,145.530382,3984
T20120000905,249006,I,2445788.764,2369032.781,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.178514,144.381318,3219
T20120000906,249837,N,2495144.472,2433473.466,HUME,HUME,MELB_URBAN,-37.599496,144.945011,3064
T20120000915,249007,N,2502442.78,2442033.669,WHITTLESEA,WHITTLESEA,RURAL_VICTORIA,-37.52237,145.027637,3751
T20120000917,39381,I,2482215.966,2417714.601,BRIMBANK,BRIMBANK,MELB_URBAN,-37.741335,144.798216,3021
T20120000919,42849,I,2509439.318,2390177.305,KINGSTON,KINGSTON,MELB_URBAN,-37.989563,145.107455,3195
T20120000920,273290,N,2520849.155,2399339.536,KNOX,KNOX,MELB_URBAN,-37.90683,145.237081,3178
T20120000924,273286,N,2677492.268,2459262.241,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-37.35029,147.003676,3862
T20120000925,29447,I,2500730.044,2409057.795,YARRA,YARRA,MELB_URBAN,-37.819504,145.008292,3121
T20120000927,35812,I,2434651.382,2526554.593,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.758417,144.268039,3550
T20120000930,38056,I,2501922.537,2417085.265,DAREBIN,DAREBIN,MELB_URBAN,-37.747173,145.021815,3072
T20120000939,249286,N,2531276.222,2395362.44,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.94237,145.355818,3160
T20120000941,273291,N,2523945.641,2387914.291,CASEY,CASEY,MELB_URBAN,-38.00969,145.272664,3803
T20120000942,43610,I,2527854.661,2392546.98,CASEY,"CASEY,YARRA RANGES",RURAL_VICTORIA,-37.967844,145.316999,3804
T20120000943,273288,N,2407092.311,2323313.256,COLAC OTWAY,COLAC OTWAY,RURAL_VICTORIA,-38.58723,143.933883,3234
T20120000944,37321,I,2500870.804,2409039.241,YARRA,YARRA,MELB_URBAN,-37.819671,145.009891,3121
T20120000945,249699,N,2500567.749,2405836.786,STONNINGTON,STONNINGTON,MELB_URBAN,-37.848525,145.006451,3181
T20120000947,249011,N,2487349.158,2409576.017,HOBSONS BAY,"HOBSONS BAY,MARIBYRNONG",MELB_URBAN,-37.814749,144.856319,3012
T20120000949,135180,N,2498584.366,2408563.188,MELBOURNE,MELBOURNE,MELB_URBAN,-37.823959,144.98392,3004
T20120000955,66791,I,2501268.748,2406976.933,STONNINGTON,STONNINGTON,MELB_URBAN,-37.838252,145.014414,3142
T20120000960,273293,N,2419660.416,2459952.92,HEPBURN,HEPBURN,RURAL_VICTORIA,-37.35745,144.09303,3461
T20120000961,273294,N,2266743.799,2506722.022,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,RURAL_VICTORIA,-36.910511,142.381828,3401
T20120000968,41267,I,2501555.66,2398366.497,BAYSIDE,BAYSIDE,MELB_URBAN,-37.915829,145.017692,3187
T20120000974,100941,N,2505038.88,2392903.215,KINGSTON,KINGSTON,MELB_URBAN,-37.965039,145.057343,3192
T20120000976,273315,N,2603553.915,2504322.009,MANSFIELD,MANSFIELD,RURAL_VICTORIA,-36.955349,146.1629,3723
T20120000978,273316,N,2507976.888,2400093.82,MONASH,MONASH,MELB_URBAN,-37.900234,145.090699,3166
T20120000979,250094,I,2261948.037,2744145.846,MILDURA,MILDURA,RURAL_VICTORIA,-34.770563,142.400768,3501
T20120000980,249377,N,2479049.832,2595343.862,CAMPASPE,CAMPASPE,SMALL_CITIES,-36.140482,144.76722,3564
T20120000990,851,I,2496798.176,2419272.678,MORELAND,MERRI-BEK,MELB_URBAN,-37.72746,144.963678,3058
T20120000992,252091,N,2498552.139,2411346.359,YARRA,YARRA,MELB_URBAN,-37.798883,144.98356,3065
T20120000994,273317,N,2271163.281,2482380.841,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,RURAL_VICTORIA,-37.130882,142.424019,3401
T20120000995,249025,N,2525630.697,2400879.028,KNOX,KNOX,MELB_URBAN,-37.89284,145.291399,3156
T20120001000,50842,I,2651618.6,2603545.49,INDIGO,INDIGO,RURAL_VICTORIA,-36.054718,146.682871,3688
T20120001007,243974,I,2480706.369,2422606.141,BRIMBANK,BRIMBANK,MELB_URBAN,-37.69723,144.781215,3038
T20120001015,255167,I,2536922.34,2570657.705,SHEPPARTON,SHEPPARTON,SMALL_CITIES,-36.362479,145.411433,3630
T20120001016,42310,I,2506721.781,2394047.387,KINGSTON,KINGSTON,MELB_URBAN,-37.95472,145.076484,3202
T20120001019,249028,N,2533368.81,2419484.401,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.72496,145.378533,3770
T20120001026,273330,N,2485286.175,2413442.661,BRIMBANK,BRIMBANK,MELB_URBAN,-37.77988,144.832966,3020
T20120001033,247985,N,2540823.675,2375934.166,CARDINIA,CARDINIA,RURAL_VICTORIA,-38.117029,145.465515,3810
T20120001035,273321,N,2528515.771,2400936.162,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.892241,145.324198,3785
T20120001037,41329,I,2503156.228,2401991.38,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.883166,145.035879,3162
T20120001040,43053,I,2496941.874,2417747.127,MORELAND,MERRI-BEK,MELB_URBAN,-37.741207,144.965301,3058
T20120001041,36071,I,2502704.429,2439068.478,WHITTLESEA,WHITTLESEA,RURAL_VICTORIA,-37.549089,145.030608,3751
T20120001042,54871,N,2524146.554,2389183.593,CASEY,CASEY,MELB_URBAN,-37.99825,145.27491,3803
T20120001047,260,N,2499016.911,2408483.216,MELBOURNE,"MELBOURNE,YARRA",MELB_URBAN,-37.82468,144.988833,3121
T20120001050,248908,N,2492266.312,2424256.112,HUME,HUME,MELB_URBAN,-37.682531,144.912319,3047
T20120001051,249033,N,2488524.212,2419139.999,MOONEE VALLEY,MOONEE VALLEY,MELB_URBAN,-37.728591,144.869814,3042
T20120001052,273324,N,2240704.792,2793319.419,MILDURA,MILDURA,RURAL_VICTORIA,-34.322361,142.184821,3496
T20120001053,249035,I,2255383.646,2710417.889,MILDURA,MILDURA,TOWNS,-35.072677,142.318761,3490
T20120001054,38277,I,2508845.616,2414602.116,MANNINGHAM,MANNINGHAM,MELB_URBAN,-37.769507,145.100403,3107
T20120001055,248910,I,2498882.842,2416935.158,DAREBIN,DAREBIN,MELB_URBAN,-37.748527,144.987323,3072
T20120001057,273318,N,2498051.878,2411413.774,YARRA,YARRA,MELB_URBAN,-37.798274,144.977879,3065
T20120001059,248915,I,2507298.004,2388315.304,KINGSTON,KINGSTON,MELB_URBAN,-38.006358,145.083097,3195
T20120001061,249893,N,2495521.671,2407925.926,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.829691,144.949128,3205
T20120001063,273332,N,2523085.302,2390379.622,CASEY,CASEY,MELB_URBAN,-37.987501,145.26279,3802
T20120001064,29635,I,2499713.683,2401954.771,GLEN EIRA,"GLEN EIRA,PORT PHILLIP",MELB_URBAN,-37.883501,144.996745,3185
T20120001065,253060,N,2688407.472,2353763.397,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.29845,147.153794,3851
T20120001066,273320,N,2496150.988,2408591.206,MELBOURNE,MELBOURNE,MELB_URBAN,-37.8237,144.95628,3006
T20120001067,38820,I,2493214.242,2412420.275,MELBOURNE,MELBOURNE,MELB_URBAN,-37.789183,144.922958,3031
T20120001068,251668,N,2509211.663,2399604.694,MONASH,MONASH,MELB_URBAN,-37.904629,145.104745,3166
T20120001069,41975,I,2526891.382,2400855.214,KNOX,KNOX,MELB_URBAN,-37.893019,145.305733,3156
T20120001070,247986,N,2482564.445,2460851.39,MACEDON RANGES,MACEDON RANGES,RURAL_VICTORIA,-37.35264,144.803182,3434
T20120001073,286156,N,2463891.432,2423309.818,MELTON,MELTON,SMALL_CITIES,-37.69039,144.590574,3337
T20120001074,29397,I,2497256.706,2410412.452,MELBOURNE,MELBOURNE,MELB_URBAN,-37.807294,144.968846,3053
T20120001075,273333,N,2615786.306,2365125.197,LATROBE,LATROBE,RURAL_VICTORIA,-38.20806,146.321957,3825
T20120001078,249938,N,2497641.033,2409472.371,MELBOURNE,MELBOURNE,MELB_URBAN,-37.815766,144.973208,3000
T20120001078,249938,N,2497641.033,2409472.371,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.815766,144.973208,3000
T20120001079,273325,I,2514108.259,2398035.67,MONASH,MONASH,MELB_URBAN,-37.918704,145.160454,3170
T20120001080,248923,N,2485794.149,2412804.683,BRIMBANK,BRIMBANK,MELB_URBAN,-37.785636,144.838721,3020
T20120001081,273326,N,2618147.429,2363156.76,LATROBE,LATROBE,RURAL_VICTORIA,-38.225492,146.349229,3825
T20120001082,248925,N,2535599.941,2414819.253,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.766912,145.404067,3140
T20120001083,248077,N,2434977.677,2467531.88,HEPBURN,HEPBURN,RURAL_VICTORIA,-37.290343,144.266601,3461
T20120001085,41012,I,2525268.62,2407015.087,KNOX,KNOX,MELB_URBAN,-37.837565,145.287073,3155
T20120001089,36571,I,2498523.508,2410669.781,YARRA,YARRA,MELB_URBAN,-37.804979,144.983233,3066
T20120001090,35736,I,2493720.802,2411855.655,MELBOURNE,MELBOURNE,MELB_URBAN,-37.794274,144.928704,3031
T20120001091,273338,N,2500720.796,2405811.82,STONNINGTON,STONNINGTON,MELB_URBAN,-37.84875,145.00819,3181
T20120001096,248927,N,2494208.183,2432612.329,HUME,HUME,MELB_URBAN,-37.60725,144.9344,3064
T20120001100,44025,I,2514608.658,2355717.863,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.299928,145.166989,3915
T20120001100,44025,I,2514608.658,2355717.863,MORNINGTON PENINSULA,MORNINGTON PENINSULA,RURAL_VICTORIA,-38.299928,145.166989,3915
T20120001102,273301,N,2327151.478,2641176.582,BULOKE,BULOKE,RURAL_VICTORIA,-35.712031,143.089929,3530
T20120001104,36557,I,2498614.822,2411337.912,YARRA,YARRA,MELB_URBAN,-37.798959,144.984271,3066
T20120001106,273342,N,2500276.065,2424350.679,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.681711,145.00313,3074
T20120001110,249957,I,2498436.423,2405233.12,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.853963,144.982233,3004
T20120001113,248937,I,2490348.248,2408865.67,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.821185,144.890372,3013
T20120001116,45124,I,2553258.226,2413552.817,YARRA RANGES,YARRA RANGES,TOWNS,-37.77748,145.60458,3797
T20120001118,248939,N,2496124.684,2406712.918,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.840623,144.955971,3206
T20120001120,609058,N,2404277.179,2428221.349,MOORABOOL,MOORABOOL,RURAL_VICTORIA,-37.64192,143.915298,3357
T20120001123,273339,N,2661983.005,2373744.837,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.123493,146.847371,3847
T20120001124,248940,N,2236002.111,2381870.395,MOYNE,MOYNE,SMALL_TOWNS,-38.026881,141.992729,3286
T20120001128,248943,N,2661311.988,2355552.886,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.287459,146.843738,3847
T20120001129,249109,N,2452279.312,2386821.562,GEELONG,GEELONG,RURAL_VICTORIA,-38.018617,144.456548,3212
T20120001131,48721,I,2485556.734,2430120.972,HUME,HUME,RURAL_VICTORIA,-37.629605,144.836363,3428
T20120001132,248944,N,2712786.286,2549057.633,TOWONG,TOWONG,RURAL_VICTORIA,-36.533932,147.376648,3701
T20120001135,273191,N,2690936.614,2528534.258,ALPINE,ALPINE,RURAL_VICTORIA,-36.723517,147.137839,3698
T20120001137,38234,I,2506235.694,2416734.911,BANYULE,BANYULE,MELB_URBAN,-37.750311,145.070761,3084
T20120001140,273283,N,2501145.704,2423893.414,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.68583,145.01299,3074
T20120001145,35555,I,2507495.393,2399065.106,MONASH,"GLEN EIRA,MONASH",MELB_URBAN,-37.909506,145.085235,3166
T20120001148,11586,I,2494371.05,2414141.657,MOONEE VALLEY,MOONEE VALLEY,MELB_URBAN,-37.773681,144.936105,3039
T20120001149,38442,I,2527835.374,2415796.026,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.758375,145.315902,3116
T20120001150,609057,N,2403026.721,2438599.788,BALLARAT,BALLARAT,RURAL_VICTORIA,-37.548279,143.902485,3350
T20120001152,42310,I,2506721.781,2394047.387,KINGSTON,KINGSTON,MELB_URBAN,-37.95472,145.076484,3202
T20120001156,273335,N,2531937.667,2382716.399,CASEY,CASEY,MELB_URBAN,-38.056278,145.363893,3806
T20120001159,41178,I,2499848.739,2401906.29,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.883938,144.99828,3185
T20120001160,53196,I,2493694.875,2432689.028,HUME,HUME,MELB_URBAN,-37.606556,144.928587,3064
T20120001161,273336,N,2508429.303,2405729.911,WHITEHORSE,"BOROONDARA,WHITEHORSE",MELB_URBAN,-37.84945,145.095779,3125
T20120001162,140,I,2490953.855,2411273.015,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.799501,144.89728,3011
T20120001164,514,I,2520342.463,2409579.034,MAROONDAH,MAROONDAH,MELB_URBAN,-37.814585,145.231037,3134
